transcript_id	gene_id	gene_name
ENSDART00000039267	ENSDARG00000027088	ptgdsb.1
ENSDART00000147715	ENSDARG00000089794	si:dkeyp-101e12.1
ENSDART00000136763	ENSDARG00000086623	vav3a
ENSDART00000143753	ENSDARG00000093671	crp4
ENSDART00000147783	ENSDARG00000056498	crp5
ENSDART00000079003	ENSDARG00000056498	crp5
ENSDART00000137056	ENSDARG00000095730	si:ch211-234p6.9
ENSDART00000151915	ENSDARG00000018066	ptchd1
ENSDART00000186814	ENSDARG00000018066	ptchd1
ENSDART00000152062	ENSDARG00000096465	si:dkey-225n3.4
ENSDART00000137526	ENSDARG00000096465	si:dkey-225n3.4
ENSDART00000124938	ENSDARG00000089645	si:ch1073-406l10.2
ENSDART00000105666	ENSDARG00000071457	crp6
ENSDART00000158710	ENSDARG00000102297	si:ch1073-406l10.3
ENSDART00000048046	ENSDARG00000030156	naglu
ENSDART00000089506	ENSDARG00000062146	larp4b
ENSDART00000156537	ENSDARG00000112474	si:ch73-376k6.1
ENSDART00000127188	ENSDARG00000045308	pola1
ENSDART00000138097	ENSDARG00000045308	pola1
ENSDART00000128595	ENSDARG00000045308	pola1
ENSDART00000154242	ENSDARG00000028976	pus3
ENSDART00000048640	ENSDARG00000028976	pus3
ENSDART00000156096	ENSDARG00000028976	pus3
ENSDART00000154803	ENSDARG00000028976	pus3
ENSDART00000048823	ENSDARG00000032098	c8g
ENSDART00000155487	ENSDARG00000057107	si:ch73-383g2.1
ENSDART00000157192	ENSDARG00000057107	si:ch73-383g2.1
ENSDART00000181250	ENSDARG00000057107	si:ch73-383g2.1
ENSDART00000152019	ENSDARG00000071460	si:ch211-234p6.5
ENSDART00000109975	ENSDARG00000071456	si:ch211-234p6.7
ENSDART00000189178	ENSDARG00000071456	si:ch211-234p6.7
ENSDART00000149711	ENSDARG00000052330	slc4a2b
ENSDART00000074161	ENSDARG00000052330	slc4a2b
ENSDART00000137949	ENSDARG00000093272	igic1s1
ENSDART00000105639	ENSDARG00000093272	igic1s1
ENSDART00000045150	ENSDARG00000008790	actr3b
ENSDART00000167570	ENSDARG00000008790	actr3b
ENSDART00000142949	ENSDARG00000111761	igl3v4
ENSDART00000111237	ENSDARG00000074708	armc3
ENSDART00000020204	ENSDARG00000018459	msrb2
ENSDART00000175508	ENSDARG00000018459	msrb2
ENSDART00000058205	ENSDARG00000078763	igl3v3
ENSDART00000190285	ENSDARG00000078763	igl3v3
ENSDART00000132338	ENSDARG00000093855	igl3v2
ENSDART00000108739	ENSDARG00000079987	igl3v5
ENSDART00000193369	ENSDARG00000079987	igl3v5
ENSDART00000152093	ENSDARG00000077492	atp8a2
ENSDART00000109848	ENSDARG00000077492	atp8a2
ENSDART00000181235	ENSDARG00000077492	atp8a2
ENSDART00000184857	ENSDARG00000077492	atp8a2
ENSDART00000191325	ENSDARG00000077492	atp8a2
ENSDART00000153695	ENSDARG00000077492	atp8a2
ENSDART00000181546	ENSDARG00000077492	atp8a2
ENSDART00000178121	ENSDARG00000077492	atp8a2
ENSDART00000138215	ENSDARG00000062363	phex
ENSDART00000090010	ENSDARG00000062363	phex
ENSDART00000136183	ENSDARG00000062363	phex
ENSDART00000177140	ENSDARG00000062363	phex
ENSDART00000154402	ENSDARG00000097546	si:ch211-40k21.9
ENSDART00000152113	ENSDARG00000096446	si:ch211-202a8.6
ENSDART00000109587	ENSDARG00000077955	rnf6
ENSDART00000170984	ENSDARG00000077955	rnf6
ENSDART00000141532	ENSDARG00000110046	igl3v1
ENSDART00000138933	ENSDARG00000071461	igl3c3
ENSDART00000105669	ENSDARG00000071461	igl3c3
ENSDART00000160929	ENSDARG00000100352	aglb
ENSDART00000184802	ENSDARG00000100352	aglb
ENSDART00000158816	ENSDARG00000100538	si:dkeyp-88h4.2
ENSDART00000122579	ENSDARG00000089075	si:ch73-173p19.1
ENSDART00000105686	ENSDARG00000025081	grnb
ENSDART00000142264	ENSDARG00000025081	grnb
ENSDART00000131797	ENSDARG00000062154	dip2ca
ENSDART00000148554	ENSDARG00000062154	dip2ca
ENSDART00000137212	ENSDARG00000062154	dip2ca
ENSDART00000089541	ENSDARG00000062154	dip2ca
ENSDART00000155557	ENSDARG00000098036	si:ch211-69l10.4
ENSDART00000111014	ENSDARG00000045695	myca
ENSDART00000193257	ENSDARG00000045695	myca
ENSDART00000137010	ENSDARG00000079312	kmt2ca
ENSDART00000133525	ENSDARG00000079312	kmt2ca
ENSDART00000162954	ENSDARG00000079312	kmt2ca
ENSDART00000191170	ENSDARG00000079312	kmt2ca
ENSDART00000182460	ENSDARG00000079312	kmt2ca
ENSDART00000190291	ENSDARG00000079312	kmt2ca
ENSDART00000146506	ENSDARG00000095733	si:ch211-69l10.3
ENSDART00000157350	ENSDARG00000093108	si:ch211-69l10.2
ENSDART00000145771	ENSDARG00000093108	si:ch211-69l10.2
ENSDART00000167682	ENSDARG00000102341	sugct
ENSDART00000183168	ENSDARG00000102341	sugct
ENSDART00000147468	ENSDARG00000059388	bdh1
ENSDART00000106527	ENSDARG00000059391	gyg1b
ENSDART00000132282	ENSDARG00000045417	fam49bb
ENSDART00000145593	ENSDARG00000045417	fam49bb
ENSDART00000066784	ENSDARG00000045417	fam49bb
ENSDART00000102484	ENSDARG00000045417	fam49bb
ENSDART00000106272	ENSDARG00000071727	eef1a1l3
ENSDART00000145466	ENSDARG00000039729	asap1b
ENSDART00000131204	ENSDARG00000039729	asap1b
ENSDART00000144372	ENSDARG00000039729	asap1b
ENSDART00000133530	ENSDARG00000039729	asap1b
ENSDART00000191248	ENSDARG00000039729	asap1b
ENSDART00000191943	ENSDARG00000039729	asap1b
ENSDART00000030409	ENSDARG00000039729	asap1b
ENSDART00000191320	ENSDARG00000039729	asap1b
ENSDART00000186494	ENSDARG00000039729	asap1b
ENSDART00000143184	ENSDARG00000021265	mybpc2b
ENSDART00000105672	ENSDARG00000021265	mybpc2b
ENSDART00000011143	ENSDARG00000010169	myd88
ENSDART00000130825	ENSDARG00000026500	xkr9
ENSDART00000180674	ENSDARG00000026500	xkr9
ENSDART00000145638	ENSDARG00000034321	palmdb
ENSDART00000135094	ENSDARG00000034321	palmdb
ENSDART00000079101	ENSDARG00000056582	map3k14b
ENSDART00000179898	ENSDARG00000056582	map3k14b
ENSDART00000136057	ENSDARG00000016393	arf2b
ENSDART00000007381	ENSDARG00000016393	arf2b
ENSDART00000135898	ENSDARG00000016393	arf2b
ENSDART00000134750	ENSDARG00000016393	arf2b
ENSDART00000004664	ENSDARG00000019137	tram1
ENSDART00000139329	ENSDARG00000002396	cry-dash
ENSDART00000014787	ENSDARG00000003776	pip4k2aa
ENSDART00000191137	ENSDARG00000003776	pip4k2aa
ENSDART00000007066	ENSDARG00000016496	cdk8
ENSDART00000139740	ENSDARG00000016496	cdk8
ENSDART00000148249	ENSDARG00000078755	plppr4b
ENSDART00000183285	ENSDARG00000078755	plppr4b
ENSDART00000105820	ENSDARG00000057577	mbtps2
ENSDART00000157979	ENSDARG00000101348	plppr5b
ENSDART00000137366	ENSDARG00000074219	map3k22
ENSDART00000163683	ENSDARG00000074219	map3k22
ENSDART00000168723	ENSDARG00000105185	snx7
ENSDART00000162328	ENSDARG00000105185	snx7
ENSDART00000164187	ENSDARG00000105185	snx7
ENSDART00000150207	ENSDARG00000044422	acvr2ba
ENSDART00000019975	ENSDARG00000044422	acvr2ba
ENSDART00000121592	ENSDARG00000044422	acvr2ba
ENSDART00000164717	ENSDARG00000101934	si:ch73-358j7.2
ENSDART00000080810	ENSDARG00000058011	arxa
ENSDART00000163706	ENSDARG00000103971	si:ch73-173p19.2
ENSDART00000007997	ENSDARG00000004687	acaa1
ENSDART00000091529	ENSDARG00000062948	wasf3b
ENSDART00000156920	ENSDARG00000061417	nub1
ENSDART00000155151	ENSDARG00000061417	nub1
ENSDART00000105526	ENSDARG00000061417	nub1
ENSDART00000062699	ENSDARG00000042726	grb7
ENSDART00000168060	ENSDARG00000101812	srcin1b
ENSDART00000168181	ENSDARG00000101812	srcin1b
ENSDART00000163636	ENSDARG00000101812	srcin1b
ENSDART00000111079	ENSDARG00000077318	si:ch211-14g13.5p
ENSDART00000124740	ENSDARG00000017929	ncoa2
ENSDART00000182279	ENSDARG00000017929	ncoa2
ENSDART00000124181	ENSDARG00000017929	ncoa2
ENSDART00000066839	ENSDARG00000045447	slc35g2b
ENSDART00000142351	ENSDARG00000074480	cnksr2a
ENSDART00000110241	ENSDARG00000074480	cnksr2a
ENSDART00000186081	ENSDARG00000074480	cnksr2a
ENSDART00000189828	ENSDARG00000074480	cnksr2a
ENSDART00000132648	ENSDARG00000075369	nck1b
ENSDART00000134577	ENSDARG00000075369	nck1b
ENSDART00000184346	ENSDARG00000075369	nck1b
ENSDART00000139211	ENSDARG00000056502	si:ch73-334d15.4
ENSDART00000059507	ENSDARG00000040643	ccr10
ENSDART00000166666	ENSDARG00000029307	rmc1
ENSDART00000050826	ENSDARG00000029307	rmc1
ENSDART00000144466	ENSDARG00000063636	galnt11
ENSDART00000141751	ENSDARG00000063636	galnt11
ENSDART00000093163	ENSDARG00000063636	galnt11
ENSDART00000135549	ENSDARG00000063636	galnt11
ENSDART00000171568	ENSDARG00000063636	galnt11
ENSDART00000147281	ENSDARG00000087020	si:ch73-334d15.2
ENSDART00000066625	ENSDARG00000045302	smpx
ENSDART00000189933	ENSDARG00000045302	smpx
ENSDART00000152054	ENSDARG00000062934	gpr12
ENSDART00000091528	ENSDARG00000062934	gpr12
ENSDART00000135142	ENSDARG00000061672	si:ch73-334d15.1
ENSDART00000088204	ENSDARG00000061672	si:ch73-334d15.1
ENSDART00000143723	ENSDARG00000019976	idi1
ENSDART00000146823	ENSDARG00000078109	usp12a
ENSDART00000112670	ENSDARG00000078109	usp12a
ENSDART00000002595	ENSDARG00000010516	rpl21
ENSDART00000183611	ENSDARG00000010516	rpl21
ENSDART00000123674	ENSDARG00000045371	prdm14
ENSDART00000066720	ENSDARG00000045371	prdm14
ENSDART00000134846	ENSDARG00000094442	si:dkeyp-73g8.5
ENSDART00000079863	ENSDARG00000057249	zmynd11
ENSDART00000134339	ENSDARG00000057249	zmynd11
ENSDART00000105768	ENSDARG00000057249	zmynd11
ENSDART00000134380	ENSDARG00000057249	zmynd11
ENSDART00000181182	ENSDARG00000057249	zmynd11
ENSDART00000143174	ENSDARG00000075825	dlec1
ENSDART00000185585	ENSDARG00000075825	dlec1
ENSDART00000109223	ENSDARG00000075825	dlec1
ENSDART00000149954	ENSDARG00000045401	mllt10
ENSDART00000149225	ENSDARG00000045401	mllt10
ENSDART00000148679	ENSDARG00000045401	mllt10
ENSDART00000149796	ENSDARG00000045401	mllt10
ENSDART00000149879	ENSDARG00000045401	mllt10
ENSDART00000148756	ENSDARG00000045401	mllt10
ENSDART00000149744	ENSDARG00000045401	mllt10
ENSDART00000149013	ENSDARG00000045401	mllt10
ENSDART00000149134	ENSDARG00000045401	mllt10
ENSDART00000121821	ENSDARG00000045401	mllt10
ENSDART00000192259	ENSDARG00000045401	mllt10
ENSDART00000177272	ENSDARG00000045401	mllt10
ENSDART00000066763	ENSDARG00000045401	mllt10
ENSDART00000191029	ENSDARG00000045401	mllt10
ENSDART00000162377	ENSDARG00000100270	si:ch211-235e15.1
ENSDART00000160447	ENSDARG00000103734	si:ch73-25e21.1
ENSDART00000132552	ENSDARG00000093645	si:dkeyp-73g8.6
ENSDART00000157044	ENSDARG00000097915	si:ch211-80n22.8
ENSDART00000146514	ENSDARG00000019332	ndufb4
ENSDART00000135242	ENSDARG00000019332	ndufb4
ENSDART00000080510	ENSDARG00000019332	ndufb4
ENSDART00000080487	ENSDARG00000058005	hgd
ENSDART00000180036	ENSDARG00000058005	hgd
ENSDART00000162555	ENSDARG00000102671	dpyda.1
ENSDART00000193877	ENSDARG00000102671	dpyda.1
ENSDART00000041349	ENSDARG00000030411	crygn2
ENSDART00000132233	ENSDARG00000014792	lrrc4bb
ENSDART00000140739	ENSDARG00000014792	lrrc4bb
ENSDART00000007208	ENSDARG00000014792	lrrc4bb
ENSDART00000105925	ENSDARG00000071583	gtf3ab
ENSDART00000153534	ENSDARG00000097918	si:ch211-81i19.2
ENSDART00000142407	ENSDARG00000074611	wdr37
ENSDART00000134598	ENSDARG00000074611	wdr37
ENSDART00000111491	ENSDARG00000074611	wdr37
ENSDART00000160069	ENSDARG00000102277	lama1
ENSDART00000015391	ENSDARG00000019342	chrnd
ENSDART00000146516	ENSDARG00000093244	si:ch211-32p8.1
ENSDART00000041714	ENSDARG00000015174	atp6v0a1b
ENSDART00000141511	ENSDARG00000015174	atp6v0a1b
ENSDART00000082467	ENSDARG00000059362	cavin1b
ENSDART00000124409	ENSDARG00000059362	cavin1b
ENSDART00000187464	ENSDARG00000059362	cavin1b
ENSDART00000123216	ENSDARG00000029177	lnx2a
ENSDART00000046211	ENSDARG00000029177	lnx2a
ENSDART00000133298	ENSDARG00000095653	si:ch211-32p8.2
ENSDART00000066677	ENSDARG00000045342	si:ch211-140b10.6
ENSDART00000122639	ENSDARG00000012353	vipr2
ENSDART00000171482	ENSDARG00000101947	ptbp2a
ENSDART00000168540	ENSDARG00000101947	ptbp2a
ENSDART00000162920	ENSDARG00000101947	ptbp2a
ENSDART00000156189	ENSDARG00000097702	si:ch1073-66l23.1
ENSDART00000105917	ENSDARG00000071579	urad
ENSDART00000014696	ENSDARG00000002779	pdx1
ENSDART00000153578	ENSDARG00000096890	si:ch1073-66l23.4
ENSDART00000066721	ENSDARG00000045372	ngdn
ENSDART00000135646	ENSDARG00000045372	ngdn
ENSDART00000135325	ENSDARG00000045372	ngdn
ENSDART00000139335	ENSDARG00000045372	ngdn
ENSDART00000137483	ENSDARG00000093322	si:dkeyp-87a6.2
ENSDART00000151961	ENSDARG00000056888	dnah5l
ENSDART00000151955	ENSDARG00000056888	dnah5l
ENSDART00000152097	ENSDARG00000056888	dnah5l
ENSDART00000079342	ENSDARG00000056888	dnah5l
ENSDART00000003195	ENSDARG00000007418	chmp4c
ENSDART00000142375	ENSDARG00000092324	si:dkey-25o1.8
ENSDART00000132340	ENSDARG00000059123	plcd1a
ENSDART00000139989	ENSDARG00000059123	plcd1a
ENSDART00000192909	ENSDARG00000059123	plcd1a
ENSDART00000112349	ENSDARG00000059123	plcd1a
ENSDART00000168751	ENSDARG00000059123	plcd1a
ENSDART00000156652	ENSDARG00000097629	si:ch1073-66l23.3
ENSDART00000105677	ENSDARG00000071463	zgc:154125
ENSDART00000145829	ENSDARG00000093608	ccl34b.1
ENSDART00000137420	ENSDARG00000093608	ccl34b.1
ENSDART00000165760	ENSDARG00000093608	ccl34b.1
ENSDART00000139596	ENSDARG00000071823	adarb2
ENSDART00000158354	ENSDARG00000071823	adarb2
ENSDART00000041335	ENSDARG00000034528	chodl
ENSDART00000154539	ENSDARG00000090106	slc17a7b
ENSDART00000099869	ENSDARG00000090106	slc17a7b
ENSDART00000041770	ENSDARG00000032993	ccl34b.3
ENSDART00000132235	ENSDARG00000008275	klhl24b
ENSDART00000015628	ENSDARG00000008275	klhl24b
ENSDART00000081357	ENSDARG00000058503	flt3
ENSDART00000003789	ENSDARG00000018285	pdpk1b
ENSDART00000141124	ENSDARG00000094002	ccl34b.4
ENSDART00000135426	ENSDARG00000045373	pabpn1
ENSDART00000066722	ENSDARG00000045373	pabpn1
ENSDART00000140624	ENSDARG00000045373	pabpn1
ENSDART00000109088	ENSDARG00000045373	pabpn1
ENSDART00000033394	ENSDARG00000028000	pfkpa
ENSDART00000131753	ENSDARG00000028000	pfkpa
ENSDART00000182959	ENSDARG00000028000	pfkpa
ENSDART00000167043	ENSDARG00000028000	pfkpa
ENSDART00000185926	ENSDARG00000028000	pfkpa
ENSDART00000141771	ENSDARG00000038566	gnptg
ENSDART00000182543	ENSDARG00000038566	gnptg
ENSDART00000009473	ENSDARG00000009178	zfand1
ENSDART00000136614	ENSDARG00000009178	zfand1
ENSDART00000056303	ENSDARG00000038567	tsr3
ENSDART00000146844	ENSDARG00000038567	tsr3
ENSDART00000013117	ENSDARG00000011640	syt5b
ENSDART00000186077	ENSDARG00000011640	syt5b
ENSDART00000169854	ENSDARG00000099358	hccsb
ENSDART00000168398	ENSDARG00000099358	hccsb
ENSDART00000176799	ENSDARG00000099358	hccsb
ENSDART00000170194	ENSDARG00000102377	slc6a16b
ENSDART00000080549	ENSDARG00000057789	lyz
ENSDART00000154843	ENSDARG00000087102	si:ch1073-164k15.3
ENSDART00000156330	ENSDARG00000087102	si:ch1073-164k15.3
ENSDART00000142813	ENSDARG00000062519	abcc13
ENSDART00000090514	ENSDARG00000062519	abcc13
ENSDART00000132626	ENSDARG00000071673	ctdspla
ENSDART00000146290	ENSDARG00000071673	ctdspla
ENSDART00000140651	ENSDARG00000071673	ctdspla
ENSDART00000089428	ENSDARG00000071673	ctdspla
ENSDART00000132086	ENSDARG00000071673	ctdspla
ENSDART00000172298	ENSDARG00000071673	ctdspla
ENSDART00000143395	ENSDARG00000075853	sh3kbp1
ENSDART00000109809	ENSDARG00000075853	sh3kbp1
ENSDART00000132590	ENSDARG00000093570	si:dkey-25o1.7
ENSDART00000169956	ENSDARG00000093570	si:dkey-25o1.7
ENSDART00000025621	ENSDARG00000019371	flt1
ENSDART00000130446	ENSDARG00000019371	flt1
ENSDART00000166077	ENSDARG00000098451	tlcd4a
ENSDART00000167837	ENSDARG00000098451	tlcd4a
ENSDART00000182947	ENSDARG00000098451	tlcd4a
ENSDART00000132364	ENSDARG00000031637	pan3
ENSDART00000137952	ENSDARG00000031637	pan3
ENSDART00000147250	ENSDARG00000031637	pan3
ENSDART00000048273	ENSDARG00000031637	pan3
ENSDART00000158808	ENSDARG00000099510	cnn3a
ENSDART00000066764	ENSDARG00000045402	commd3
ENSDART00000131577	ENSDARG00000045402	commd3
ENSDART00000143058	ENSDARG00000045402	commd3
ENSDART00000131392	ENSDARG00000078297	si:dkey-197c15.4
ENSDART00000136433	ENSDARG00000093098	ccl34b.8
ENSDART00000164155	ENSDARG00000103093	alg14
ENSDART00000164001	ENSDARG00000103093	alg14
ENSDART00000144394	ENSDARG00000016207	zgc:112408
ENSDART00000146697	ENSDARG00000071735	prlh2
ENSDART00000175182	ENSDARG00000071735	prlh2
ENSDART00000141881	ENSDARG00000095214	si:ch211-183d21.2
ENSDART00000143132	ENSDARG00000095214	si:ch211-183d21.2
ENSDART00000132568	ENSDARG00000056294	sbk1
ENSDART00000078771	ENSDARG00000056294	sbk1
ENSDART00000185870	ENSDARG00000056294	sbk1
ENSDART00000082082	ENSDARG00000059070	gars1
ENSDART00000155542	ENSDARG00000097123	si:ch73-70c5.2
ENSDART00000154214	ENSDARG00000003313	eps8l1b
ENSDART00000154135	ENSDARG00000003313	eps8l1b
ENSDART00000155735	ENSDARG00000003313	eps8l1b
ENSDART00000110748	ENSDARG00000078205	ccl34b.9
ENSDART00000139874	ENSDARG00000092283	cxl34b.11
ENSDART00000165993	ENSDARG00000099124	f3a
ENSDART00000066765	ENSDARG00000006010	bmi1a
ENSDART00000129554	ENSDARG00000006010	bmi1a
ENSDART00000145949	ENSDARG00000006010	bmi1a
ENSDART00000144066	ENSDARG00000038814	myripb
ENSDART00000137257	ENSDARG00000038814	myripb
ENSDART00000182485	ENSDARG00000038814	myripb
ENSDART00000145092	ENSDARG00000005332	lipib
ENSDART00000002953	ENSDARG00000005332	lipib
ENSDART00000143099	ENSDARG00000013310	map3k15
ENSDART00000184814	ENSDARG00000013310	map3k15
ENSDART00000006615	ENSDARG00000013310	map3k15
ENSDART00000009687	ENSDARG00000018461	zgc:56095
ENSDART00000193229	ENSDARG00000018461	zgc:56095
ENSDART00000189956	ENSDARG00000018461	zgc:56095
ENSDART00000105771	ENSDARG00000071499	cxcl32b.1
ENSDART00000147552	ENSDARG00000094422	si:dkey-12l12.1
ENSDART00000143171	ENSDARG00000094422	si:dkey-12l12.1
ENSDART00000122876	ENSDARG00000094422	si:dkey-12l12.1
ENSDART00000138264	ENSDARG00000092499	si:ch211-183d21.1
ENSDART00000186282	ENSDARG00000092499	si:ch211-183d21.1
ENSDART00000165399	ENSDARG00000101456	acp5b
ENSDART00000161119	ENSDARG00000097537	wwp1
ENSDART00000163924	ENSDARG00000097537	wwp1
ENSDART00000153854	ENSDARG00000097537	wwp1
ENSDART00000181576	ENSDARG00000097537	wwp1
ENSDART00000176032	ENSDARG00000097537	wwp1
ENSDART00000187739	ENSDARG00000097537	wwp1
ENSDART00000190157	ENSDARG00000097537	wwp1
ENSDART00000175790	ENSDARG00000097537	wwp1
ENSDART00000136026	ENSDARG00000063049	thtpa
ENSDART00000091784	ENSDARG00000063049	thtpa
ENSDART00000134536	ENSDARG00000063049	thtpa
ENSDART00000137337	ENSDARG00000063049	thtpa
ENSDART00000189201	ENSDARG00000063049	thtpa
ENSDART00000111096	ENSDARG00000001829	zgc:112982
ENSDART00000146736	ENSDARG00000001829	zgc:112982
ENSDART00000144664	ENSDARG00000001829	zgc:112982
ENSDART00000024606	ENSDARG00000001829	zgc:112982
ENSDART00000160578	ENSDARG00000001829	zgc:112982
ENSDART00000131677	ENSDARG00000005139	hhatlb
ENSDART00000147849	ENSDARG00000029072	klf6a
ENSDART00000033494	ENSDARG00000029072	klf6a
ENSDART00000140170	ENSDARG00000045316	map7d2b
ENSDART00000143625	ENSDARG00000045316	map7d2b
ENSDART00000173220	ENSDARG00000045316	map7d2b
ENSDART00000173052	ENSDARG00000045316	map7d2b
ENSDART00000080602	ENSDARG00000045316	map7d2b
ENSDART00000138541	ENSDARG00000076055	rpgrip1
ENSDART00000190953	ENSDARG00000076055	rpgrip1
ENSDART00000179003	ENSDARG00000076055	rpgrip1
ENSDART00000105774	ENSDARG00000020080	ek1
ENSDART00000123368	ENSDARG00000020080	ek1
ENSDART00000147835	ENSDARG00000020080	ek1
ENSDART00000139450	ENSDARG00000094547	si:ch73-36i7.2
ENSDART00000161179	ENSDARG00000104085	abcd3a
ENSDART00000169556	ENSDARG00000104085	abcd3a
ENSDART00000145504	ENSDARG00000079560	ptprh
ENSDART00000111090	ENSDARG00000079560	ptprh
ENSDART00000017605	ENSDARG00000020158	spag6
ENSDART00000186729	ENSDARG00000020158	spag6
ENSDART00000154461	ENSDARG00000076748	ntn2
ENSDART00000112318	ENSDARG00000076748	ntn2
ENSDART00000164405	ENSDARG00000103146	nlrc3
ENSDART00000165775	ENSDARG00000103146	nlrc3
ENSDART00000138943	ENSDARG00000063677	ccny
ENSDART00000133360	ENSDARG00000063677	ccny
ENSDART00000093256	ENSDARG00000063677	ccny
ENSDART00000179062	ENSDARG00000063677	ccny
ENSDART00000010488	ENSDARG00000019125	klhl40b
ENSDART00000131830	ENSDARG00000058603	jph1a
ENSDART00000176316	ENSDARG00000058603	jph1a
ENSDART00000146584	ENSDARG00000092995	si:dkeyp-73g8.7
ENSDART00000079292	ENSDARG00000056743	cavin4b
ENSDART00000063231	ENSDARG00000043066	nog2
ENSDART00000112777	ENSDARG00000079401	si:dkey-197c15.6
ENSDART00000157102	ENSDARG00000097929	si:dkey-117j14.6
ENSDART00000157329	ENSDARG00000097929	si:dkey-117j14.6
ENSDART00000168837	ENSDARG00000101733	fam168b
ENSDART00000172712	ENSDARG00000101733	fam168b
ENSDART00000172473	ENSDARG00000101733	fam168b
ENSDART00000105778	ENSDARG00000071501	hs6st1b
ENSDART00000145290	ENSDARG00000094704	bcl2a
ENSDART00000156353	ENSDARG00000075463	mss51
ENSDART00000115297	ENSDARG00000075463	mss51
ENSDART00000066835	ENSDARG00000045444	fzd8a
ENSDART00000079283	ENSDARG00000056740	tmeff1b
ENSDART00000134152	ENSDARG00000079110	cluap1
ENSDART00000111623	ENSDARG00000079110	cluap1
ENSDART00000100527	ENSDARG00000079110	cluap1
ENSDART00000141823	ENSDARG00000079547	zbtb47b
ENSDART00000179664	ENSDARG00000079547	zbtb47b
ENSDART00000166135	ENSDARG00000079547	zbtb47b
ENSDART00000134475	ENSDARG00000058601	gdap1
ENSDART00000121576	ENSDARG00000045442	cpb1
ENSDART00000066833	ENSDARG00000045442	cpb1
ENSDART00000135161	ENSDARG00000038876	zgc:101569
ENSDART00000134975	ENSDARG00000038876	zgc:101569
ENSDART00000154820	ENSDARG00000097268	si:ch73-171a6.2
ENSDART00000153543	ENSDARG00000074507	rmdn1
ENSDART00000112680	ENSDARG00000074507	rmdn1
ENSDART00000156208	ENSDARG00000074507	rmdn1
ENSDART00000167861	ENSDARG00000012388	cox4i1l
ENSDART00000105691	ENSDARG00000012388	cox4i1l
ENSDART00000019705	ENSDARG00000015686	bmp6
ENSDART00000139467	ENSDARG00000015686	bmp6
ENSDART00000155346	ENSDARG00000069339	tbc1d24
ENSDART00000180941	ENSDARG00000069339	tbc1d24
ENSDART00000193466	ENSDARG00000069339	tbc1d24
ENSDART00000183724	ENSDARG00000069339	tbc1d24
ENSDART00000181086	ENSDARG00000069339	tbc1d24
ENSDART00000154231	ENSDARG00000014556	serpinb1l3
ENSDART00000010658	ENSDARG00000014556	serpinb1l3
ENSDART00000128766	ENSDARG00000014556	serpinb1l3
ENSDART00000140384	ENSDARG00000094511	ccl20b
ENSDART00000139184	ENSDARG00000094511	ccl20b
ENSDART00000066778	ENSDARG00000045411	acad11
ENSDART00000143921	ENSDARG00000045411	acad11
ENSDART00000137851	ENSDARG00000077372	tfr1b
ENSDART00000058703	ENSDARG00000040133	ackr4b
ENSDART00000141620	ENSDARG00000045378	pi15a
ENSDART00000149911	ENSDARG00000045443	agtr1b
ENSDART00000066834	ENSDARG00000045443	agtr1b
ENSDART00000149015	ENSDARG00000012625	prkag2a
ENSDART00000148406	ENSDARG00000012625	prkag2a
ENSDART00000148419	ENSDARG00000012625	prkag2a
ENSDART00000148618	ENSDARG00000012625	prkag2a
ENSDART00000149589	ENSDARG00000012625	prkag2a
ENSDART00000129174	ENSDARG00000012625	prkag2a
ENSDART00000127597	ENSDARG00000015567	zic1
ENSDART00000127923	ENSDARG00000059097	nktr
ENSDART00000127988	ENSDARG00000059097	nktr
ENSDART00000190883	ENSDARG00000059097	nktr
ENSDART00000179984	ENSDARG00000059097	nktr
ENSDART00000193896	ENSDARG00000059097	nktr
ENSDART00000145815	ENSDARG00000009342	txndc5
ENSDART00000106388	ENSDARG00000071774	eef1e1
ENSDART00000126435	ENSDARG00000018491	pdia4
ENSDART00000018868	ENSDARG00000018491	pdia4
ENSDART00000132649	ENSDARG00000018491	pdia4
ENSDART00000079210	ENSDARG00000056683	cdk5
ENSDART00000114537	ENSDARG00000031307	zic4
ENSDART00000045813	ENSDARG00000031307	zic4
ENSDART00000138227	ENSDARG00000077275	crispld1a
ENSDART00000113859	ENSDARG00000077275	crispld1a
ENSDART00000154741	ENSDARG00000097274	si:ch73-171a6.6
ENSDART00000123019	ENSDARG00000055653	nubp2
ENSDART00000191114	ENSDARG00000055653	nubp2
ENSDART00000053139	ENSDARG00000036577	atp6v0cb
ENSDART00000150055	ENSDARG00000045437	slc35b3
ENSDART00000149025	ENSDARG00000045437	slc35b3
ENSDART00000149662	ENSDARG00000045437	slc35b3
ENSDART00000134631	ENSDARG00000057912	eif1axb
ENSDART00000080671	ENSDARG00000057912	eif1axb
ENSDART00000139369	ENSDARG00000057912	eif1axb
ENSDART00000091252	ENSDARG00000062837	spata13
ENSDART00000180991	ENSDARG00000062837	spata13
ENSDART00000144316	ENSDARG00000040309	pxdc1b
ENSDART00000082264	ENSDARG00000040309	pxdc1b
ENSDART00000155926	ENSDARG00000077468	si:ch73-206p6.1
ENSDART00000154464	ENSDARG00000077468	si:ch73-206p6.1
ENSDART00000158661	ENSDARG00000102899	cremb
ENSDART00000162668	ENSDARG00000102899	cremb
ENSDART00000160140	ENSDARG00000102899	cremb
ENSDART00000165879	ENSDARG00000102899	cremb
